sentences,review_ids,type,product_id
It is very cheaply made and broke after just using it a few times.,R38SGDJ1O1JB7P,negatives,B008LMS4MK
"If your options are a mic that will feed back or this, you probably want to use this.  ",RZNSH9IF6D9J8,negatives,B008LMS4MK
Used this on my mandolin.,RSF6ZG5LNC8UL,negatives,B008LMS4MK
Do not purchase this if you value your violin.,R1FMU322C1T55,negatives,B008LMS4MK
"so it can't get fully close enough to the body, but regardless, it is probably not even worth the $4.00 I paid for it, will return.",R3RJLB56X9YIAT,negatives,B008LMS4MK
The main problem is that it can pick up a significant buzzing when playing.,RMNXFERZ9PYQ,negatives,B008LMS4MK
Get a puck and take your chances with tack...,R1FMU322C1T55,negatives,B008LMS4MK
the 60V pickup,R28MU11XKXZVF2,benchmark,B008LMS4MK
It picks up my violin playing extremely well with no feedback and is pretty sensitive to volume changes!,R3BBES80WO7C9D,benchmark,B008LMS4MK
"I do like making my acoustic violin sound like an electric with my distortion pedal, so the only thing that hasn't changed about this one compared to all of my other ones is that it does pick up quite an amount of feedback, depending on the monitor or amplifier I'm using.",R3PI5ZVPT1GJE1,benchmark,B008LMS4MK
"The price is right, and if it gets broken, I won't mind.",R3PLYDKDOIRJR5,benchmark,B008LMS4MK
Very easy to use with no damage to my instrument.,R1EZLUDXNQZE1H,benchmark,B008LMS4MK
how well this works/sounds considering the price.,R3SAJ6WK26J393,benchmark,B008LMS4MK
I also tried it on a cello and it works fine for that instrument as well.  ,R2881321J0M02,benchmark,B008LMS4MK
It turned my student violin into a higher quality sounding instrument like my concert violin.  ,R2EVSENGDI1I56,benchmark,B008LMS4MK
"Better quality sound than the more expensive unit, and the light, longer cord negated the need for bulky extension cords.",R2Y74KE72ID2SD,benchmark,B008LMS4MK
"I use it with my guitar amp and throw reverb, delay, and even some modulation on there.",RYZL2XDNWTL8I,benchmark,B008LMS4MK
sound.<br /><br />If,RSCYVTTQSRZ53,benchmark,B008LMS4MK
"I wasn't expecting too much from this pickup, so I wasn't really disappointed.  ",R2EJ0FWW9M9WBB,benchmark,B008LMS4MK
For  the  price  ,R2DT38819RZG20,benchmark,B008LMS4MK
"so he could use his mic for vocals, but the pickup sounds like *",R2EJ0FWW9M9WBB,benchmark,B008LMS4MK
but it's not a better quality sound.  ,RT4PT06S4946K,benchmark,B008LMS4MK
Other pickups are glued to the instrument body.  ,R2EJ0FWW9M9WBB,benchmark,B008LMS4MK
The cable broke within three hours of playing - don't waste your money,R22Q6U2X8H9QOH,benchmark,B008LMS4MK
Great quality for a good price.,R29H84YWNAM618,positives,B0007OGTGS
Used this in my 19&#34; enclosed rack.,R3AHR44YCNLEGG,positives,B0007OGTGS
"I have a shorter (shallow) networking (custom built) home networking rack in a cabinet in my garage, and was looking for a shelf to hold my modem and router (not rack mountable) and this was perfect.",R14WUXK6AH0YBB,positives,B0007OGTGS
Good quality and a perfect fit.,R27FRZAOR2D9C9,positives,B0007OGTGS
This one was cheap and does the job.,RQ8UBR6LKU568,positives,B0007OGTGS
Would recommend for non-rack mountable devices.,R1VWMLRWUKKUR9,positives,B0007OGTGS
Excellent small rack-mount shelf.  ,R2M3U8K4IAQTTR,positives,B0007OGTGS
"For a $20 rackmount shelf, its a very good piece of equipment.",R1E718W42MR50O,positives,B0007OGTGS
doesn't come with screws but it fits perfectly also its very heavy duty!,R1GEN5P0ILGI6K,positives,B0007OGTGS
"I am not too happy with it, but not unhappy enough to return it.",R2H6NR20FAO2WJ,negatives,B0007OGTGS
I am happy with the purchase despite the flaws.,R1NI8VE9S9TCU6,negatives,B0007OGTGS
This bracket blocks all of the vent holes of the switch.,R1F3AVD8LRGLIZ,negatives,B0007OGTGS
"This unit is smaller in width than my standard, 1U UR824 Audio Interface (manufactured by Steinberg).",RJ3L3S9HNVW7H,negatives,B0007OGTGS
30 cents for screws must be a deal breaker when it comes to the CEO getting his new Yacht.,RWUDG94B9BO1C,negatives,B0007OGTGS
Packaging was slighting damaged inside of the box.  ,R2RMCB17XR2RSK,negatives,B0007OGTGS
The finish on the shelf is really nice.  ,R256D9JYODL05X,benchmark,B0007OGTGS
A quality 1u rack tray.,R22WCC88X5J0A0,benchmark,B0007OGTGS
"The price is fair, and the quality and durability are perfect for anything outside of the extremely heavy.",R19Y87Z5JYI31Z,benchmark,B0007OGTGS
"good product,",R1QZ76LWYUQMAO,benchmark,B0007OGTGS
but it works.,R1RP1XGM9OB9GM,benchmark,B0007OGTGS
It's a rack-mount shelf.  ,R2YFX29NSQXL54,benchmark,B0007OGTGS
This thing fit the bill and worked perfectly.,R1BW5WENOCADXR,benchmark,B0007OGTGS
Preforations in shelf allow for mounting options of non-rackmount equipment.,R7NT1WI13Y7OR,benchmark,B0007OGTGS
However the characteristic of this tray is its high quality built.  ,RAJDOA8US6WMQ,benchmark,B0007OGTGS
I chose this one because it has pre-drilled holes,RENDIR28WYZEU,benchmark,B0007OGTGS
Holes did not line up very well will not fit in my 4 place rack where I want to put the tray.,R2UQ5R7HRKWONZ,benchmark,B0007OGTGS
For my application I needed to attach some hardware to the shelf.  ,R14XAMKIL76EYA,benchmark,B0007OGTGS
The fit is bad.  ,RVWS16JAL4WMA,benchmark,B0007OGTGS
(I use it to hold a Blu-Ray player).  ,R1NI8VE9S9TCU6,benchmark,B0007OGTGS
"I put one lightweight metal vpn router on this shelf, and it's sagging in the middle.",R1434XR0K7I4IW,benchmark,B0007OGTGS
We love being able to take this speaker to the backyard.,R2ZT0Q1NJRVS12,positives,B007WCJVH2
Awesome definitely worth the money and it was 50 dollars cheaper on amazon,R289F2JKHQVK2D,positives,B007WCJVH2
Not the best sound quality but very loud for parties etc.,RSHRHIU68STYL,positives,B007WCJVH2
"We use it on the patio, in the shop, and on camping trips.",R39P17W5AXYUH2,positives,B007WCJVH2
"Bought it to take it down to the lake to hear music and works great, really enjoy listening to music from this.",R2QE1MA65QMNVS,positives,B007WCJVH2
"Finally, I have a good working speaker that works in our clubhouse for a cheap price.",R1ODPVJBSX7HQW,positives,B007WCJVH2
My wife loves this.,R3OHBLKR0866PK,positives,B007WCJVH2
Can't wait for the next party.,R2QEHKP18OQWI6,positives,B007WCJVH2
"So if a store or online retailer keeps the unit sitting in storage without charging the battery at least once a month, that won't be good for the life of the battery.  ",R1RW2X7570KBOD,positives,B007WCJVH2
"The bass was a bit too heavy for me & too much static on the radio, I returned it<br />Thanks Amazon for great service!!!!!!!",R2FXCQZMA1DSXV,negatives,B007WCJVH2
"Good travel speaker, but there's a lot more distortion on bass heavy music at loud volumes than i was expecting.",R3VCW1EI0TJNNW,negatives,B007WCJVH2
The telescoping handle is a joke and feels like it could fall apart at any second.<br /><br />Meh.,R108J1ON4KGXPM,negatives,B007WCJVH2
we are going to return this one and try another to see if we got a lemon!,R2YZ5KRBNB1YZ,negatives,B007WCJVH2
Also the Aux jack caved in and was not retrievable.,R376Y0ITC51YME,negatives,B007WCJVH2
so you can use it as a PA system or sing along with the music.  ,R2Q3R2I21AAFLL,negatives,B007WCJVH2
"purchased on impulse, and ignored the bad reviews, my mistake.",R1AR661CSFDW2J,negatives,B007WCJVH2
"Bluetooth stop working after 2 weeks, so just using stereo plug now.",R2P9RWFCSM8188,negatives,B007WCJVH2
(decent sound with  guitar directly plugged in.,R1881P7108DS1W,benchmark,B007WCJVH2
"We enjoy the sound, love the portability and how long the life of the battery is.",R378H0J0G26OJC,benchmark,B007WCJVH2
I love mine and would not hesitate recommending this product to anyone on the market looking for a good solid Bluetooth speaker.,R3PLIQEU6IT4KQ,benchmark,B007WCJVH2
"Works like a charm, use it as a Zumba instructor, practicing dance choreo, and for use at outdoor parties.",R3SGWRH2O2QQMP,benchmark,B007WCJVH2
I love it...,R2ZYELLUAG76ZC,benchmark,B007WCJVH2
and they don't have any music.  ,RZGEKGRYV4ZSX,benchmark,B007WCJVH2
Works GREAT!  ,R87KS8V2EJC2O,benchmark,B007WCJVH2
"This is not the best sounding or highest quality speaker system available, but it is a good value for the price.",R2I4FYGSYW92Q0,benchmark,B007WCJVH2
The speaker is loud and clear and very effective.  ,RY2XEIY1XOKTS,benchmark,B007WCJVH2
"Pros: lower cost, portability, ruggedness, battery, loud sound, great idea<br />Cons",RHD1EREZYB4ZZ,benchmark,B007WCJVH2
This speaker lasted about 6 months.,R2Y9GMD9FJQF5P,benchmark,B007WCJVH2
I would never buy another ION product again.<br />Amazon,R2Y9GMD9FJQF5P,benchmark,B007WCJVH2
The device doesn't charge the internal battery and only works when plugged into the wall.  ,R1WQUI64CXM0FZ,benchmark,B007WCJVH2
": medium low sound quality, not much bass.<br />recommendation to ION: come out with a higher end model option<",RHD1EREZYB4ZZ,benchmark,B007WCJVH2
"Good portable sound, just wish there were functions to control bass and treble seperately.",R2OTKUILYRXWY0,benchmark,B007WCJVH2
"I like this product for use around the pool, however it does not include preset option for setting radio stations.  ",R1VL9LERAOBFHK,benchmark,B007WCJVH2
The product is ok,R2DOR52YNZL240,benchmark,B007WCJVH2
My grandma bought me this for my 15th Birthday,R1B1DOYM5C2QSH,positives,B008R7F0A8
She loves it and so does her 7 year old brother!,R346MD2TMXY4QZ,positives,B008R7F0A8
purchased this keyboard just over a month ago and the headphones have already gone bad.  ,R3AVXZ22K2PZFF,positives,B008R7F0A8
I would recommend it for beginners.,R3DVJUCJ9LFZ4A,positives,B008R7F0A8
For the price its not bad.,RXPSSU6WZDFOE,positives,B008R7F0A8
Good piano.  ,R3AKDORYN8HOFZ,positives,B008R7F0A8
doesnt fit its too small..but works great for your phone or computer ..,RH5N6L29Z726J,positives,B008R7F0A8
If you're having trouble getting the stand to work follow Amazon's product picture instead of assembly instruction drawing.,RVK49S0BLLALA,positives,B008R7F0A8
"Everything is in good quality (the keyboard, the headphone,etc).",R2B5XAURBCW6CD,positives,B008R7F0A8
Total disappointment and now a waste of money.,R12STWQYO6XFPQ,negatives,B008R7F0A8
I returned this item promptly for a refund.,R3OR56MCZSNZ7J,negatives,B008R7F0A8
"The keyboard works great but if you are buying this item for the headsets, look elsewhere.  ",R3JCPEFI1ZJERH,negatives,B008R7F0A8
"I want to return the headphones and have them replace it with the correct ones, but with the back log of shipments through UPS and FedEx, I'll be better off going to purchase them elsewhere.",R19HQ0LBC1U8E2,negatives,B008R7F0A8
Broken after 1 week of use.,R24UN905VZ6XLC,negatives,B008R7F0A8
But the sound is very &#34;tinny&#34; and after only a few weeks the headphones have shorted out on one ear.,R3NJAKBU37T2DW,negatives,B008R7F0A8
and it a way for them to sell you non-standard power bricks.,R2A3NKX62GBBHG,negatives,B008R7F0A8
I feel this keyboard will meet this need wonderfully!,R3TVNODLFNUFYU,benchmark,B008R7F0A8
"I took piano lessons when I was a child and now that I'm retired, will try it again.",R3O365VS1Z8LCT,benchmark,B008R7F0A8
I opened the box on Christmas eve to set up for Christmas only to discover the headphones were made by Samson (sp is correct).,RV39JA4YJQH5D,benchmark,B008R7F0A8
I bought this for my daughter for Christmas.  ,R1RKG5490WQOEQ,benchmark,B008R7F0A8
Not bad for the price either.,R1X455S8FLW0DI,benchmark,B008R7F0A8
"It has quality features: full sized keys; sound is excellent, keys respond well",R2NWX25PVP1HEG,benchmark,B008R7F0A8
"She especially likes the note readout on the display, which is helping her learn to read music and quickly play a much wider array of songs than she could have without it.",R1HIGV3T0H0P9S,benchmark,B008R7F0A8
He is teaching himself to play by using lessons over the internet and has said that he loves the keyboard.,REUDQY8S8FO1I,benchmark,B008R7F0A8
We absolutely love this keyboard.,R160HH7II414AX,benchmark,B008R7F0A8
Keyboard great except fot the fact the headphones are rendered useless because of wrong jack on cord,R18179AC28M5ZA,benchmark,B008R7F0A8
The headphones do not fit this keyboard.,R1FB3W5PFUOOPI,benchmark,B008R7F0A8
I had issues with shipping and a neighbor taking my first package and Amazon sent a replacement right away.,R2ZYQX38GJJEDT,benchmark,B008R7F0A8
"I have searched new email, recently deleted email and old email for that date and prior and until today, the only email I received from Amazon was this one I am replying to, asking me how I like my new piano, and it is dated May 18, 2014.<br /><br />I",RXHNYP7BNDJJ6,benchmark,B008R7F0A8
"The stand is basic and doesn't quite fit, as others have stated, but it's workable.",R2ZYQX38GJJEDT,benchmark,B008R7F0A8
I NEED THINGS TO WORK PROPERLY AND WHEN THEY DONT IM LOSING OUT ON MONEY!!!!,R1MGVE987YVB4Y,benchmark,B008R7F0A8
Watch our for Casio and their reverse polarity power plug.,R2A3NKX62GBBHG,benchmark,B008R7F0A8
"Anyway, she loves it and plays it.  ",RV8ABIVROF5PH,positives,B000VSM4MS
the guitar itself is pretty good,R27QE43VT2QF2U,positives,B000VSM4MS
My 7 year old will love it!!,R4J88L5ME2JUX,positives,B000VSM4MS
My kids like this color pink Guitor for her first music weekend class.,R2RIGVPL4AZ6UC,positives,B000VSM4MS
my daughter was very upset.  ,R2LDOA5CYWBEAO,positives,B000VSM4MS
Great for a beginner!,R1GDK95HA2CC94,positives,B000VSM4MS
great company to buy from .... got this for my granddaughter because I didn't want to spend a fortune if she was not going to follow through with her decision to play the guitar,R1RGHYD4UFE61X,positives,B000VSM4MS
Even though I had to turn around and by a smaller one I would highly recommend this item for an older child.,R3GJCOCZBTVH8A,positives,B000VSM4MS
Awesome that this guitar holds it's time,R3QZ9TPI58WSPT,positives,B000VSM4MS
Was given as a gift.  ,R2KRB4MR21YQ1J,positives,B000VSM4MS
this one is always out of tune and the case broke when packing it up from the birthday party.  ,R2K5SGWRNBNSOA,negatives,B000VSM4MS
Can't tune in right.,R2JM10XZUYIQJJ,negatives,B000VSM4MS
It is missing the strap clip head the neck of the guitar.,R22I0CD9PGNPP,negatives,B000VSM4MS
Piece of crap..,R2WEA4HDSW6IYL,negatives,B000VSM4MS
Unfortunately I did not discover it in time to return it for another before I needed to give it as a Christmas gift.  ,R2AXBJTD1V7JOA,negatives,B000VSM4MS
"This seemed to be a quality item as the guitar plays great, however, the paint had an oder that was not very pleasant.",R1J55Y777KHYXT,negatives,B000VSM4MS
It also came with several scratches on it.,R11MMIMGJSSBAR,negatives,B000VSM4MS
We wanted a beginners guitar for our 8 year old and this seemed good until we received it.,R1D8Q84LHSGDQQ,negatives,B000VSM4MS
"I will make refund or guitars but only came with nothing, please respond",R2JLWCPHLVEDX3,negatives,B000VSM4MS
"But, this was mainly a guitar for my 7 yr old daughter to just play around with and make noise with.",R3370YDX2IDOZU,negatives,B000VSM4MS
The guitar case smelled really funny--,R3O992SMJDS1HK,benchmark,B000VSM4MS
My daughter is so loving her long time wish of a guitar!!!,R362C61WS737E2,benchmark,B000VSM4MS
My daughter loves it!!,R2Y4UOLT5EINLH,benchmark,B000VSM4MS
"I looked around for quite awhile, for the price, let alone the accessories and a tuner (that works great, guitar stays in tune unless it's humid).",R1RAYMVIBVZMKB,benchmark,B000VSM4MS
The pink guitar is for my granddaughter,R1XSCM7IUOAC6O,benchmark,B000VSM4MS
My 7 year old daughter absolutely loves her pink guitar.,RYW08N2QIRMZG,benchmark,B000VSM4MS
I chose this pink guitar for my granddaughter who lives in a different state from me.,R3JD6FO967525X,benchmark,B000VSM4MS
It is a good quality guitar and she will have it for a long time to come.,R3SMHCCO2BLJZN,benchmark,B000VSM4MS
my 5 year old will love this!,R32O8X8JXIY2US,benchmark,B000VSM4MS
but I would recommend changing the guitar strings because they really don't sound good,R346QNC5SMH1JF,benchmark,B000VSM4MS
wife purchased this guitar for our daughter who is just starting out on her musical journey by taking lessons we are paying for.  ,R1PXWRVODGJXDR,benchmark,B000VSM4MS
The sounds the guitar makes are also unpleaant even though ive tried to tune it several times.,R3D64EHMYL2VKA,benchmark,B000VSM4MS
The strings seem fairly well made.,R39YU0VQTHZWJM,benchmark,B000VSM4MS
My daughter loves it even with the spot.,R2AXBJTD1V7JOA,benchmark,B000VSM4MS
Not the best quality or sound.,R1MDFL8QM0IWX0,benchmark,B000VSM4MS
I know this is a generic cheaper product but didn't really like that there were some dinks and chips in the paint when it came straight out of the box.,R1ZO9A9VLAP3YA,benchmark,B000VSM4MS
"The neck has no markings on it, so it's really tough to see what fret you're on.",R2S9OAOJ8WC2G7,benchmark,B000VSM4MS
"This is only a guitar, in the same sense that you can ask a three-year-old to draw a map of the world.  ",R1II301CFRQU0H,benchmark,B000VSM4MS
Grate price.,R2L0R4CNVYT3B9,benchmark,B000VSM4MS
"I bought this as a starter guitar for my daughter's 5th birthday and it is MUCH more red than it is pink, which is very disappointing.",R12XC11MBK5JJ4,benchmark,B000VSM4MS
Get a proper bolt cutter for Bass.,R3VWY33LQ1BI1V,positives,B0002E1G5C
Works fine.,R15VELFVJ64I5Y,positives,B0002E1G5C
If ur a musician on the go this all in one tool will make those snapped strings ez to deal with.,R1FLCY5XCHY2O5,positives,B0002E1G5C
It doesn't look like it would work well at all on bigger strings,R1MF9JOCN2PM58,positives,B0002E1G5C
I didn't know such thing exist before and every time I change my strings it'll take about a whole hour.,R119H86IQ3KF5G,positives,B0002E1G5C
"there isnt much to say about this item except that I like the fact that it has different uses and the price is nice for all it has, you dont have to buy different tools to tune up your guitar.",R15Q3HNUWKJNY,positives,B0002E1G5C
It does the job winding and nips strings well.  ,R1WCB4RYD2IMZM,positives,B0002E1G5C
"The crank handle broke off after some hard use, however I was amazed to be contacted by the manufacturer and offered a replacement.",RW44OHED0UH3I,positives,B0002E1G5C
Works just fine.,R24HEQ77NH3TG7,positives,B0002E1G5C
"For my limited use, it likely is a lifetime tool",R2R8AP5WTNSBHZ,positives,B0002E1G5C
"This is a little awkward to use with it's design, but functional.",R1ATCHIPFRABUX,negatives,B0002E1G5C
"I've adjusted it a couple of times now, but the string winder constantly squeaks when using it.",R3CSQYN6O5M5DT,negatives,B0002E1G5C
ITS JUST AS QUICK PUTTING STRINGS ON,R1FGQDPEP1N6JU,negatives,B0002E1G5C
Then the end part that fits on the guitar broke off while I was using it.  ,RYY1XPL97177X,negatives,B0002E1G5C
Mine broke after a few months!,R3MZD7TRQD9055,negatives,B0002E1G5C
The string cutter is too bulky to use in most cases,R3LLLSYEOUIKOP,negatives,B0002E1G5C
"It seems this winder is made from a different material than the other string winders I've bought in the past - should have assumed so, since the metal portion is silver in color instead of black (as my others are).  ",R1H3UBC65VQKVZ,negatives,B0002E1G5C
Feels very clumsy and awkward in your hand.,R38MJLB5DKYPD2,negatives,B0002E1G5C
This solidly built guitar tool winds and cuts strings.,R3Q6VBKXNR37K0,benchmark,B0002E1G5C
Novice guitar player who likes being able to wine up strings.,RA4MDOCOSY4MG,benchmark,B0002E1G5C
This string winder has everything you need when changing strings.,R24BZMSR1OBYV,benchmark,B0002E1G5C
The addition of a snipping tool helps a lot.,R302VG8ING7UC3,benchmark,B0002E1G5C
I was looking for a string-cutter/winder and this suited my needs perfectly.,RER0GFK36BVQ6,benchmark,B0002E1G5C
"With a cutter and winder in one, this tool cuts down on the necessary detritus in the guitar case and performs solidly.",RZ52WZQT3VYGU,benchmark,B0002E1G5C
it works.,R2ZNFC2MXT9QHN,benchmark,B0002E1G5C
"i'd use it for all my guitar needs from tuning, clipping and string changing.",R2NXVKS4L68GP9,benchmark,B0002E1G5C
I never had anything like this before so it was about time I invested in an all-in-one tool like this.,RL3XZFL0FODGS,benchmark,B0002E1G5C
This product does everything you'd expect and more.,R36F0HYRQCF0CZ,benchmark,B0002E1G5C
The winder is attached with a small screw that strips out of the plastic handle.,R39GT55452QT32,benchmark,B0002E1G5C
lot's of wobble in the string winder peg puller works once you get used to the clumsiness of the item.,RZ01VGFXZVI4J,benchmark,B0002E1G5C
The winder works great but the cutter is a little lame because it doesnt have a spring mechanism.,R3OJIT2UWMEAFK,benchmark,B0002E1G5C
Gotta use on a table.,RW160QWFCZZ6H,benchmark,B0002E1G5C
Works OK.,R2O5RHIO3V6J62,benchmark,B0002E1G5C
"It cuts through strings with no problem,  and makes removing pegs easy.",RB30OH3H2NFLQ,benchmark,B0002E1G5C
seems to be a good tool and works ok.,R1NF3W7D8Q2833,benchmark,B0002E1G5C
"Cumbersome winder, usless peg puller.  ",R2QLIBLK684VHJ,benchmark,B0002E1G5C
I ordered this music stand about a month ago.,R32WLR8T2DYYES,positives,B009MBT68U
"Great deal for the price, would recommend.",R2DUF7F08RV722,positives,B009MBT68U
Adjust to the right height with the right quality.  ,R1OE7359E2R6ZL,positives,B009MBT68U
You can tell right away that it is a high quality product.,R2X9R4AO64E3HB,positives,B009MBT68U
But it still works and was a very reasonable price.,R2KVCC0LLIALC7,positives,B009MBT68U
I received this music stand for Christmas.,R1AWXXNCW531X0,positives,B009MBT68U
Easy to assemble and use.,R22RS90HCCMQKX,positives,B009MBT68U
We have the space for this and my daughter really loves it.  ,R2X9R4AO64E3HB,positives,B009MBT68U
This one is better built and more sturdy to handle several music books.,RIXYP0RQ6TNWX,positives,B009MBT68U
"I play out every weekend, and after a month of loading and unloading the plastic mount that holds the head on the stand broke.",R812E6YOEZPQW,negatives,B009MBT68U
"Only a couple of months old, and the bracket adjusting the height of the stand broke - very cheap plastic construction and return timeframe has already elapsed.",R12AABZID56R16,negatives,B009MBT68U
what a waste of money!  ,R2I1FU3OUJ82MC,negatives,B009MBT68U
I thought these music stands said brand new!,R2OBL2NT5FF8YC,negatives,B009MBT68U
"There was no instruction sheet, warranty, identification of the source, etc.  ",R1H7PWVWYGNICX,negatives,B009MBT68U
"The bullet hole surface was crooked when opened.<br />Tried to straighten it, the plastic piece underneath the bullet hole surface broke.<br />Would not recommend  this item.",R2N7PD0DB6XC1P,negatives,B009MBT68U
I would give this item 5 stars -  if it came with instructions - how to put the thing together.,R2V4UKBLH12E08,negatives,B009MBT68U
I bought this 4 months ago.,R3JS6U3OAWJ8CU,negatives,B009MBT68U
"This music stand is great looking and very sturdy - much heavier than I anticipated, and that's a good thing.  ",R1VACRY1DISFD7,benchmark,B009MBT68U
I wasn't expecting it to be such high quality.,R3MY7AVDOS7OA7,benchmark,B009MBT68U
Price<br />Awesome Quality.,RYPLXGIX9ADQ0,benchmark,B009MBT68U
: I just use it at its max height.,R37QBXEHIVWXJ2,benchmark,B009MBT68U
"Mine came even with a very minor blemish which in light of the total product wasn't important, so I kept it.",R11U7GOE8SBSOJ,benchmark,B009MBT68U
"This is a big step up from the cheap chrome foldable stands, and lots less money than the Manhasset stands.  ",RLI3AC5W88S65,benchmark,B009MBT68U
br />& my little clip light fits perfect.,R2GOB92R6Y6S9R,benchmark,B009MBT68U
"earlier?\\""  I really love Gearlux.",R227QNGMY8O8MO,benchmark,B009MBT68U
"Collapses easily for transports and unlike those other flimsy stands, this one can hold music books as well as individual sheet music.",R3RXMOVIIBQEZQ,benchmark,B009MBT68U
"BUT.... as I was setting the freaking thing up after pulling it out of the box, the plastic sheath around the middle cracked down the middle when I tightened the bolt.",R170VGAR9QS1P0,benchmark,B009MBT68U
It's a shame as it appears to be a solid music stand when assembled correctly and with all the pieces.  ,R3MOMUC3WD0P2D,benchmark,B009MBT68U
/>- Package was sent as box within a box (a good thing) with the outside box being the Amazon box and the inside is the original Gearlux box.  ,R3KHL9Q2MU3F0E,benchmark,B009MBT68U
after I used it for about 4 or 5 times the knob to  adjust  the height just broke.,R8BHSTZDGMZI2,benchmark,B009MBT68U
"The bullet hole surface was crooked when opened.<br />Tried to straighten it, the plastic piece underneath the bullet hole surface broke.<br />Would not recommend  this item.",R2N7PD0DB6XC1P,benchmark,B009MBT68U
I ordered this item but they gave me the other type with solid board instead of this one with holes and automatically charged me 5 dolor more per item.  ,R1I0TDJ05KIG08,benchmark,B009MBT68U
"However, the adjustable collar that holds the head to the stand is nothing at all like what is shown in the product photos.  ",R215NM44F4BNGY,benchmark,B009MBT68U
The plate that holds the music is light weight but gets the job done.  ,R1H7PWVWYGNICX,benchmark,B009MBT68U
So in the end it works for the Samson Q2U Handheld Dynamic USB Microphone.,R3HBMR5YD8YM83,positives,B00C86FA0E
The mount was built well but unfortunately did not fit my ATR2500 like another reviewer speculated.,R3E6RERR4MBMEN,positives,B00C86FA0E
and it fits my Blue Spark XLR Mic easily.<br,R2JQB6NTNJHSTT,positives,B00C86FA0E
Yes!,R19MJNCRPP6UC8,positives,B00C86FA0E
"Like it says,&#34; Universal &#34; get ANY mic and this will definitely do the trick , I use it for my C1u condenser mic which is by the way also amazing , Amazon is on fire with these deals man, Its a really good shock mount for not only its price but for shock mounts overall in general , I would definitely recommend this product .",RV90E0QG2F9EH,positives,B00C86FA0E
"Ordered two, one has a lot of play in it and the screw can't get any tighter.",R1OZK5VR2LXZMN,positives,B00C86FA0E
"They tend to ride on the bands, otherwise.",R2RTFY7PPN432T,positives,B00C86FA0E
Well woulda been great but too small for Studio Projects C1.,R3DFW7IJZTOI0Z,positives,B00C86FA0E
Been having problems with my old shock mount and finally rid myself of the issue by replacing it with Neewer one,R3ERTD0IGRM12J,positives,B00C86FA0E
The knob that tightens the pivot arm broke within two turns.,R3ENGH3Z551QMV,negatives,B00C86FA0E
but I didn't get the shock mount they show in the picture.,R2V59MARP4ZSXY,negatives,B00C86FA0E
", I decided it wasn't worth the hassle.",R3VL23NYO8EJM6,negatives,B00C86FA0E
Neutral as it  was a very tight fit for the at-2020,R2E0H7PWR36F2L,negatives,B00C86FA0E
I expected something labeled &#34;universal&#34; to fir at least one of the mics I have.....,R2NDKKTANMTR5B,negatives,B00C86FA0E
but I used a mic clamp to make it work.  ,RA6LG0QCZFPDI,negatives,B00C86FA0E
Total waste of money.  ,R2VCUTZ18QV14B,negatives,B00C86FA0E
Description for this mic says it will fit mics up to 50mm in diameter.  ,R3L6MH98MN1G74,benchmark,B00C86FA0E
"Like it says,&#34; Universal &#34; get ANY mic and this will definitely do the trick , I use it for my C1u condenser mic which is by the way also amazing , Amazon is on fire with these deals man, Its a really good shock mount for not only its price but for shock mounts overall in general , I would definitely recommend this product .",RV90E0QG2F9EH,benchmark,B00C86FA0E
Barely fit the Audio-Technica ATR2500<,R2YZ7UNTNQ3VGR,benchmark,B00C86FA0E
"If you are likely to get both, buy the boom arm and shock mount together, it will save you a couple of bucks...",R3SI2KXRT8RVHE,benchmark,B00C86FA0E
This fits my &#34;original&#34; R0DE NT1 AND my Audio Technica 4033.<br /><br />R0DE,R2MRFTHCWITOR,benchmark,B00C86FA0E
Works well with my Heil PV 40 and Scarlette Mics.,R2RTFY7PPN432T,benchmark,B00C86FA0E
Shock mounts are designed to isolate the microphone from vibration.,R15OVD5YH0MY8D,benchmark,B00C86FA0E
Price is right and it functions perfectly.,R35OGBH0VM9XUS,benchmark,B00C86FA0E
"Other places I would have paid more than 100 dollars for this product.<br />Thanks, Amazon  Robert J. Brown",R36QPX66Y0JZHR,benchmark,B00C86FA0E
I got it to fit an Audio Technica 4033 mic.,RGZ018DPXXAVS,benchmark,B00C86FA0E
Pros...  seems to hold most standard microphones  Cheap    Cons...  ,R3F9ERQ9UW2JS2,benchmark,B00C86FA0E
I ordered a microphone stand (Samson MK-10 Microphone Boom Stand) and needed a mike holder.  ,R2YLSQSDVIDPPW,benchmark,B00C86FA0E
"What I received was somewhat similar but the hooks on the bottom portion of the shock mount were as short as the top, making the levers to open the Microphone holder rub against the metal which basically defeats the purpose of the shockmount.",R3ULWDO7UWKGWQ,benchmark,B00C86FA0E
"I bought AT's shock-mount that is supposed to fit the AT2020, but doesn't that well.",R27JJUUV4RZ5S,benchmark,B00C86FA0E
Amazon's product states that this shock mount fits 43 to 50mm diameter mics.,R2YWWY5CYRZFLP,benchmark,B00C86FA0E
Before buying I though that this was a cheaply made harmonica by the price.,RS8ITHB8MV1WJ,positives,B007IE5QP0
"I ordered three of these harmonica for my niece and nephews to play, they love it and very excited to play with it.",R2K9ASP4XNVUON,positives,B007IE5QP0
"I can't say how good the sound quality is, but Lucky the lovebird sure loves its sounds.",R32M9NM1W7NM1C,positives,B007IE5QP0
